textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
45ee46b9be,_78 Elaine`s my online mommy too. She gives good advice.,She gives good advice.,positive,night,31-45,Namibia,2540905,823000.0,3
cbbb741406,"Wishing I could go with  to SoCo to go climb, instead I`m stuck at work all weekend",stuck,negative,night,70-100,Australia,25499884,7682300.0,3
b260644257,im feeling like ish!  i just wanna go home and go mimis,im feeling like ish!,negative,morning,0-20,Qatar,2881053,11610.0,248
5b3fe641c8,Delayed flight  San Diego to Las Vegas. Why do delayed flights feel sooooo **** depressing!,depressing!,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
9de8636140," It saddens me, you`re youtube has changed. It`s just like every other youtube kid, you used to be different",saddens,negative,night,70-100,Cabo Verde,555987,4030.0,138
984a1a9fac, lol well thank you,thank you,positive,night,70-100,Spain,46754778,498800.0,94
cb1227093c,is loving life,loving,positive,morning,46-60,Sri Lanka,21413249,62710.0,341
8b1235c0ef,"Noticed Wellwood has all his teeth in tonight, that`s nice",nice,positive,noon,21-30,Palestine State,5101414,6020.0,847
271f782910,Happy Mother`s Day everyone.,Happy Mo,positive,noon,60-70,Angola,32866272,1246700.0,26
d73995af9d, Today was fun  <333,fun,positive,noon,21-30,Seychelles,98347,460.0,214
4df273b7be," thanks for the recommendation!  I was not following, am now",thanks,positive,noon,60-70,Kyrgyzstan,6524195,191800.0,34
657d37972a,Thanks to my assignment im off to work today!,Thanks,positive,noon,60-70,Japan,126476461,364555.0,347
97d6ce896a, Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night,missing,negative,noon,60-70,Nicaragua,6624554,120340.0,55
ddbdbc4929,Kudai a Pop Rock band from Chile is the last one taking the stage tonight.,Kudai a Pop Rock band from Chile is the last one taking the stage tonight.,neutral,morning,46-60,Jamaica,2961167,10830.0,273
31d8dd4287,Back home  Had a great time!,great,positive,night,31-45,Italy,60461826,294140.0,206
9cc8e3dac3,Loving my new HR monitor,Loving,positive,morning,46-60,Belarus,9449323,202910.0,47
972c0874b2,"  Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!",it mea,negative,night,70-100,Namibia,2540905,823000.0,3
a2b957c90e,I have a belly ache...,belly ache...,negative,noon,21-30,Estonia,1326535,42390.0,31
4cbfc6a9fa,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,I won`t whine about bad beats  ..,positive,noon,60-70,North Korea,25778816,120410.0,214
39168d7e12, nice .. I can`t ever get that from my ex!,nice,positive,noon,60-70,Angola,32866272,1246700.0,26
24235d9ec0,what do u do when ur dads losing it mentaly and dosent remeber you,what do u do when ur dads losing it mentaly and dosent remeber you,neutral,morning,46-60,Serbia,8737371,87460.0,100
98712d81a5,Just got a new Ipod.  Life`s Good.,Good.,positive,morning,46-60,Benin,12123200,112760.0,108
1e89a9ac1a, Really! No even a little bit of #pane,Really! No even a little bit of #pane,neutral,morning,0-20,Austria,9006398,82400.0,109
bbeaac58fe,missing mrs mcfox,missing,negative,night,31-45,Bahamas,393244,10010.0,39
657cf9d4ad,"alright, back from my twitter decompression  Happy monday folks, what`s the good word?","Happy monday folks,",positive,noon,60-70,Slovakia,5459642,48088.0,114
b99d926d45,ok shopping was far too fun ~ unpacking the bags now,too fun,positive,night,70-100,Portugal,10196709,91590.0,111
f4622e59e3," o_O thats cool. Dang, iHave to clean my room now  lol, but good luck w/those jobs gurl",t good,positive,noon,21-30,Palestine State,5101414,6020.0,847
53596c66d7,Daaaaang. Up: in 3D.. Sold out,Daaaaang.,negative,night,31-45,Ghana,31072940,227540.0,137
a1898e44e9,As predicted i feel lyk ****  gahh i hate bein ill!! At wrk tweet lata ****,hate,negative,noon,60-70,Chad,16425864,1259200.0,13
024535ea03,btw ian watkins has stopped following me  so i am a wee bit pissed off!,pissed,negative,night,70-100,Guatemala,17915568,107160.0,167
c00484a4ec,Going to workout + swin... fun,fun,positive,noon,60-70,Tunisia,11818619,155360.0,76
fe25f1c18b, there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,neutral,morning,46-60,Guinea,13132795,246000.0,53
2702dbee20,@_anniemay OMG No fair,OMG No fair,negative,night,31-45,Australia,25499884,7682300.0,3
3a4db50852," I didnt mind the movie myself, may be because Im not that big a fangirl myself","I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral,morning,0-20,Belarus,9449323,202910.0,47
dd4e1d09a8, I really ought to pay more attention to my phone tweets... Sure! The more moives the better.,better.,positive,night,31-45,Liechtenstein,38128,160.0,238
70f6c13dc4,"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost","I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable los",positive,night,70-100,Barbados,287375,430.0,668
578f8db90e,"so star trek pretty much rocked my life ... oh wait, it DID rock my life",star trek pretty much rocked my life,positive,morning,0-20,France,65273511,547557.0,119
2ca4410c97, I would be there... But I live across the country,I would be there... But I live across the country,neutral,night,31-45,Russia,145934462,16376870.0,9
11d50cf409, twee tweet...lol,twee tweet...lol,neutral,noon,60-70,Libya,6871292,1759540.0,4
eb4da39f39,why are plane tickets so expensive,so expensive,negative,night,70-100,Laos,7275560,230800.0,32
9d2cffd953," I had it! On my itunes, but then I lost all my songs.","I had it! On my itunes, but then I lost all my songs.",neutral,morning,0-20,Nauru,10824,20.0,541
7c853f1b08, looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,neutral,morning,46-60,Sri Lanka,21413249,62710.0,341
c525dc5c36,I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,I`ve gotten a cold every time I`ve flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.,neutral,night,70-100,Mexico,128932753,1943950.0,66
140c1ad9f0,Going to the doctors now. Scared as ****.,Scared as ****.,negative,morning,0-20,Turkmenistan,6031200,469930.0,13
d133feef6c,Working.  I can`t wait till 4:30. Funeral on monday.,Funeral,negative,morning,0-20,Mali,20250833,1220190.0,17
6d61f1415e, Mine too! Hayley is great,great,positive,night,31-45,Equatorial Guinea,1402985,28050.0,50
bb6c360774," _aston Welcome to Twitter! Let me know if you have any questions, would love to help.",would love to help.,positive,noon,60-70,Tanzania,59734218,885800.0,67
66c58bf482,Hi anyone there?!!!!!!!!!!!!!!,Hi anyone there?!!!!!!!!!!!!!!,neutral,morning,0-20,New Zealand,4822233,263310.0,18
0412b51cb3," i saw you on tues and last niiiighht <3 so amazzzing, didnt even notice you forgetting the wordddss","amazzzing,",positive,night,31-45,North Macedonia,2083374,25220.0,83
e75dbb8b27,"can`t wait to be at home again.. let the sun shine and warm my frozen bones, please!","can`t wait to be at home again.. let the sun shine and warm my frozen bones, please!",neutral,noon,60-70,Angola,32866272,1246700.0,26
4f24f26691,thinks tonight couldn`t have gone more perfect.,perfect.,positive,night,70-100,South Africa,59308690,1213090.0,49
b76f432889," its a travesty, no? and, the people who are doing this said they`d THINK about involving joss whedon!!!!","its a travesty, no? and, the people who are doing this said they`d THINK about involving joss whedon!!!!",neutral,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
bb2ef8a121," pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards","pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the board",negative,morning,0-20,Mongolia,3278290,1553560.0,2
5ba6eb7c25," loving your music , had a good recommendation from someone who knows his stuff",loving,positive,noon,60-70,Fiji,896445,18270.0,49
6f88ff3191," meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter","meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
bcdf349242,"I didn`t get the job at Stuff Magazine  Dammit, that would have been amazing!! Oh well.","e  Dammit, that would have been amazing!! Oh well.",neutral,morning,46-60,Ukraine,43733762,579320.0,75
6a9c8b5f47, thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of y,thx 4 following  r y a band? What kind of genre that y play? Nice to meet all of,positive,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
3289b3a9a5, lol! I thought it was pretty funny too!,I thought it was pretty funny too!,positive,noon,21-30,Angola,32866272,1246700.0,26
7cce2654f8,the sing store won`t work.,the sing store won`t work.,neutral,morning,46-60,Palau,18094,460.0,39
189ca81ed4,Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,neutral,morning,46-60,Turkmenistan,6031200,469930.0,13
8edf65e98b,"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",How great is the economic downturn.,positive,night,31-45,Spain,46754778,498800.0,94
e59df0c0fd,I think I have hayfever. Not sure due to wearing next to nothing in horrific weather on wed.,horrific we,negative,noon,60-70,Bhutan,771608,38100.0,20
078c7778dd,() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,negative,noon,60-70,Colombia,50882891,1109500.0,46
f38b1d3dff," Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!","Ur going 2 get tired of hearing from me, but I just saw a preview of ur movie Year One, and you were in it.  How funny. Yeah!",neutral,morning,46-60,New Zealand,4822233,263310.0,18
7579b68067,"is excited to be visited by her twin and best friend! dinner, star gazing, and a movie!   // cool http://gykd.net","is excited to be visited by her twin and best friend! dinner, star gazing, and a movie!   // cool",positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
1a35c1eb9f, sorry to disappoint.,sorry to disappoint.,negative,night,70-100,Croatia,4105267,55960.0,73
03f9f6f798,"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",I don`t think I`ve ever been so tierd in my life.U,negative,night,70-100,Turkey,84339067,770000.0,110
cf88251a43,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I`m at work. Feeling like I`m losing touch with them",losing,negative,morning,46-60,Sri Lanka,21413249,62710.0,341
abdb58812e,Finally able to get Flight Control for my Ipod. Best game app! 123  **** choppers lol,Best,positive,morning,0-20,Egypt,102334404,995450.0,103
79de9749b1,hey hey hey!  lol.,hey hey hey!  lol.,neutral,noon,60-70,Botswana,2351627,566730.0,4
1d07bd0bc2,Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,miss,negative,noon,60-70,Bulgaria,6948445,108560.0,64
41341f5395,Massive morning.. I`m stuffed now,Massive morning.. I`m stuffed now,neutral,night,70-100,Slovenia,2078938,20140.0,103
f172eab046,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,i miss that thing.,negative,night,70-100,Tonga,105695,720.0,147
66057d58c2,"Not looking forward to next week: Maths, Geography, English and French exams, totalling 7 hours",Not looking forward,negative,night,31-45,Netherlands,17134872,33720.0,508
af1c92d239, besides I haven`t had strep for like 10 years because of that reason. I`m more tired than anything else,tired,negative,noon,21-30,Holy See,801,0.0,2003
1cd8d5467f,College work sucks so much!,sucks,negative,noon,21-30,Guinea-Bissau,1968001,28120.0,70
8d338cca4a, Any tips for someone who has only made it 52 on Flight Control?,Any tips for someone who has only made it 52 on Flight Control?,neutral,noon,21-30,Cameroon,26545863,472710.0,56
249bbd24bc,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral,night,70-100,Finland,5540720,304000.0,18
30c49267e3,"  Jane Austen`s books!,    Pride and Prejudice & Emma are great!!, Also  Northanger Abbey!",",    Pride and Prejudice & Emma are gr",positive,noon,60-70,Mauritius,1271768,2030.0,626
d927129a61,LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,neutral,noon,21-30,Samoa,198414,2830.0,70
6acb0f5808,Gah... why is my Macbook Pro getting so frickin` hot just sitting on the table doing nothing?,Gah... why is my Macbook Pro getting so frickin` hot,negative,noon,60-70,Tuvalu,11792,30.0,393
20d7cb2f69, Have you managed to breathe since getting the news?,Have you managed to breathe since getting the news?,negative,night,31-45,Burkina Faso,20903273,273600.0,76
a8d6a63a9a,Gorgeous day! Off to Hash around Waterley Bottom - wonderful name for a village! Quiz Mistressing at the Porto this evening,wonderful name,positive,night,70-100,Liechtenstein,38128,160.0,238
7da058a4f6,will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly,GAH!!,negative,night,70-100,Uganda,45741007,199810.0,229
028d57dc98, Aaaaw no!  Are the windows open and that?,Aaaaw no!,negative,noon,60-70,Venezuela,28435940,882050.0,32
367b67dd15,My head`s THUMPING.,THUMPING.,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
6dfe561162,"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride & I rockin` the reception","moms, bride & I rockin` the reception",positive,night,70-100,Cabo Verde,555987,4030.0,138
cc5474969d,"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!","foolish,",negative,night,31-45,Belize,397628,22810.0,17
4ed37db371, that`s cuz you`re cruising the twitter #nightshift now,that`s cuz you`re cruising the twitter #nightshift now,neutral,noon,21-30,Poland,37846611,306000.0,124
15f78031ab,"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",we enjoye,positive,morning,46-60,Yemen,29825964,527970.0,56
87eb6c1bae," Of course. I`d send it to you, but I don`t think it would survive the trip.",survive,positive,morning,0-20,Yemen,29825964,527970.0,56
145ba56a5a,Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,still in love with loser who left me,negative,morning,0-20,Mozambique,31255435,786380.0,40
4f9ed29468, at least she doesnt try to violently hump you like my (female) dog does,e doesnt try to violently,positive,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
75cd2ad7ce, absolutely nothin,absolutely nothin,neutral,noon,60-70,Cameroon,26545863,472710.0,56
586671760a,' ...not academically of course. ' I miss him already,miss,negative,morning,46-60,Nauru,10824,20.0,541
1faf37b828, Aye. Now I want cheesecake,Aye. Now I want cheesecake,neutral,night,31-45,Comoros,869601,1861.0,467
c628741a80, Thank you   I`ve had anxiety issues for years so I think if I can make it through the first couple of days then I will be fine.,Thank you   I`ve had anxiety issues,neutral,noon,60-70,Sudan,43849260,1765048.0,25
dd2353a701,sitting at the chevy dealership in utah waiting for the van to be fixed,sitting at the chevy dealership in utah waiting for the van to be fixed,neutral,night,70-100,Netherlands,17134872,33720.0,508
11084dac09, it is ****...u have dissappointed me that past few days,it is ****...u have dissappointed me that past few days,negative,night,70-100,Equatorial Guinea,1402985,28050.0,50
705a3b2f84,Happy Mother`s Day to all my twitter moms (including myself),Happy,positive,noon,21-30,Switzerland,8654622,39500.0,219
ec9796fa7a,"Gmorning   ooh giirll, Mondays",Gmorning,positive,noon,60-70,Fiji,896445,18270.0,49
bb4c875f51,all my pancakes always end up soggy.,soggy.,negative,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
630538c0fe, I def will. If anyone leaves the room for a second he has to follow. He`s a really great dog otherwise so far.,great,positive,morning,46-60,Cambodia,16718965,176520.0,95
6a8700208c, i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,miss,negative,noon,21-30,Japan,126476461,364555.0,347
0fecf27786," I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",most foods I love are generally very healthy,positive,morning,46-60,Afghanistan,38928346,652860.0,60
848c9812d3,''have you the e-mail from Miley ???? I want to write with her but I cant,I cant,negative,noon,60-70,Nicaragua,6624554,120340.0,55
4e95c5d0bb,i dont wanna miss the laker game tonight! i`m so sad,so sad,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
9684edbc0c, Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,Hey it`s that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,neutral,noon,21-30,Iran,83992949,1630000.0,52
dbba006190,"#freeagentapp free trial ran out today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one",cannot subscribe,negative,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
8870e99b89,Site of our first date - Macri`s Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,Lunching at favorite local,positive,morning,46-60,Andorra,77265,470.0,164
e60af289e5,The 22nd can`t get here fast enough!,can`t get here fast enough!,negative,night,70-100,Croatia,4105267,55960.0,73
76dbf5ffbd,"Home from Jack`s now, can`t say I`m too happy about that either",can`t say I`m too happy,negative,noon,21-30,Nepal,29136808,143350.0,203
cec3fbeb82, http://twitpic.com/665n7 - I dont like it,I dont like it,negative,morning,46-60,Eritrea,3546421,101000.0,35
3e0cca1c50, Hey I saw SNL 2nite&I loved it!! especially the crumpin` ****-**** scene  'crumpin`34 dub' wow hilarious,' wow,positive,night,31-45,Niger,24206644,1266700.0,19
e10cca457c,Trying to sleep without any pills... Not working. 3am and wide awake. But now it`s too late to take them because I`ll sleep til 3pm,now it`s too late,negative,night,70-100,Croatia,4105267,55960.0,73
ff33392302,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,neutral,night,70-100,Namibia,2540905,823000.0,3
6b33f809af,"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.","Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",negative,morning,0-20,Nigeria,206139589,910770.0,226
64ef4a7f47, The party has to be moved to next weekend  ..stupid weather.,..stupid weather.,negative,morning,46-60,Mozambique,31255435,786380.0,40
cf8498ff3e,I think I would be a good radio dj...I like awesome music and I have a great personality!!!!  ;) !!!   !!!,good,positive,morning,46-60,Brunei,437479,5270.0,83
549164e932," Wow, I`ve officially lost all faith in Britain, looks like our wishes weren`t met, sadly",lost,negative,morning,0-20,Greece,10423054,128900.0,81
f5f26ea04a,  well hit me and we can see...it depends then,well hit me and we can see...it depends then,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
d9059d72a3,"layenn down,uughh dunt feel well","layenn down,uughh dunt feel well",negative,night,31-45,Gambia,2416668,10120.0,239
c50c570128,Now I want ice cream but it`s so expensive.,so expensive.,negative,night,31-45,Belize,397628,22810.0,17
ade7b64fe3,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,stuck in stupid,negative,morning,0-20,Latvia,1886198,62200.0,30
4647b5751e,Joey`s getting a new lizard... This should be fun  x,This should be fun,positive,morning,0-20,Guinea,13132795,246000.0,53
c126f1966a,"I need a restful weekend, but I will have to work instead",restful,positive,morning,0-20,Solomon Islands,686884,28000.0,25
90916992df,Home now. Some invaders have taken over my base,Home now. Some invaders have taken over my base,neutral,morning,46-60,Liberia,5057681,96320.0,53
a3b9e897cb, Cool!!! No wonder you didn`t sleep much,Cool!,positive,night,70-100,Cabo Verde,555987,4030.0,138
eb0ee01a1d,Neil just picked me up for the show. My tailights out  cause of heartless hit and run.,heartless,negative,noon,60-70,Costa Rica,5094118,51060.0,100
38a876ce49, Chowder is the ****!!!!!!,****!,negative,noon,21-30,Guinea-Bissau,1968001,28120.0,70
cae6c206dd," yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here","yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here",negative,night,70-100,Portugal,10196709,91590.0,111
b99310f623,I`m exhausted  new song 'one day' on myspace check out http://www.myspace.com/tannajoy,exhausted,negative,morning,0-20,Yemen,29825964,527970.0,56
4e3a9d1c15,My ipod has taken it`s last breath... Im truly devastated. I have lost my public transportation companion,truly devastated.,negative,noon,21-30,Paraguay,7132538,397300.0,18
1d4d34f08d, just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,neutral,morning,46-60,Solomon Islands,686884,28000.0,25
361f6aa134,About to go pick up my roomate from the airport....no more house to myself.,About to go pick up my roomate from the airport....no more house to myself.,neutral,noon,21-30,Lebanon,6825445,10230.0,667
2131fe85df,"What to do this weekend, what to do. Don`t think I`ll be making it to Michigan for The Wonder Years.","What to do this weekend, what to do. Don`t think I`ll be making it to Michigan for The Wonder Years.",neutral,noon,21-30,Lebanon,6825445,10230.0,667
ccad855a31,I need a haircut. I should not be able to pull my hair into a ponytail.,I need a haircut. I should not be able to pull my hair into a ponytail.,neutral,morning,0-20,Nauru,10824,20.0,541
b7c87c6d33, Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.  http://bit.ly/3xm7D,Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.,neutral,night,70-100,Spain,46754778,498800.0,94
3301594865,YAY mom bought me the Sakura bodyshop lotion!  <3,YAY mom bought me the Sakura bodyshop lotion!  <3,neutral,night,70-100,Mexico,128932753,1943950.0,66
c0bc97deed,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,Sometimes i feel pathetic going to bed so early. Oh,negative,noon,60-70,Nicaragua,6624554,120340.0,55
33719a9303," and yep, you`ve converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",Been great to hear a lot of others suggestions - some pretty great stuff!,positive,morning,0-20,Liberia,5057681,96320.0,53
72f8d5e864," well doesn`t that look fab, even if I do say so myself!","doesn`t that look fab,",negative,noon,21-30,Oman,5106626,309500.0,16
c245cc91cb, AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,AHHHHHHH!!!!! its my 16th birthday  And i cant belive i found out im seeing yous tonight  Best present everr!!! <333333333,negative,night,70-100,Uzbekistan,33469203,425400.0,79
b8d2a9667c, oh dear.. u serious? so how does one prevent bites??  I`m so itchy its distracting while editing.. *sigh*,o itchy,negative,noon,21-30,Israel,8655535,21640.0,400
b34b83c44e,"is really, really bored... I guess I will go to bed","is really, really bored...",negative,noon,21-30,Côte d'Ivoire,26378274,318000.0,83
0f75501874, what`s follow Friday?? Lol.,what`s follow Friday?? Lol.,neutral,morning,0-20,Tajikistan,9537645,139960.0,68
36c6258c2a,Happy Mothers Day,Happy Mothers Day,positive,noon,21-30,Nicaragua,6624554,120340.0,55
e82fd9c0df,"party was awesome. soooo tired, bye. ps: happy momma`s day","party was awesome. soooo tired, bye. ps: happy momma`s day",positive,noon,21-30,Azerbaijan,10139177,82658.0,123
2a3514e79e, why do you say that i`m a ****? i find that hurtful!,hurtful!,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050.0,40
8227ec1d10,Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,hurt..,negative,morning,46-60,Andorra,77265,470.0,164
d388f4b3e6,"Okay, now I`m listening to Jonathan Coulton and working. Woo.","Okay, now I`m listening to Jonathan Coulton and working. Woo.",neutral,noon,60-70,Zambia,18383955,743390.0,25
c489f325a3,Just paid my bills now I have no money,Just paid my bills now I have no money,negative,night,31-45,Bahamas,393244,10010.0,39
6860400eac,Bye bye edinburgh  i don`t want to leave,Bye bye edinburgh  i don`t want to leave,negative,night,70-100,Kiribati,119449,810.0,147
897025f513,Just got back from 5km run!  It was really good!,good!,positive,noon,21-30,Moldova,4033963,32850.0,123
514d4ad8b0,wants to go see street dreams but it`s not playing anywhere near here,wants to go see street dreams but it`s not playing anywhere near here,neutral,noon,21-30,Albania,2877797,27400.0,105
e1da9326fc,"Happy Mothers Day to all that are, all that are trying, and all that haven`t nailed their teenagers to a tree",Happy,positive,morning,0-20,Benin,12123200,112760.0,108
e52ac5fbf6,I hope my mom enjoys her Mother`s Day gift,enjoys,positive,noon,21-30,Belgium,11589623,30280.0,383
533c72cf1f,lousy **** landlord.   need to focus on kid`s packing but cant . nevermind sew sleeping bag,need to focus on kid`s packing but cant,negative,night,70-100,Australia,25499884,7682300.0,3
1c4af889ad,"_Beez - I`m 20% hetero-challenged, but still didn`t care for 'Milk'... I thought it was boring.",I thought it was boring.,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228
606311c3d6,gettin ready to put on a show  ugh i really hope ppl dont comee,ugh,negative,noon,21-30,North Korea,25778816,120410.0,214
3c320aae1a,Well it`s after 6 and i didn`t get a call back  oh well,Well it`s after 6 and i didn`t get a call back  oh well,neutral,noon,21-30,Malaysia,32365999,328550.0,99
492959359d,_navarro I wish this area offered chinese food delivery,wish,positive,morning,46-60,Ireland,4937786,68890.0,72
fefc0ed9f0, wow.???? ??????,wow.,neutral,noon,60-70,Nicaragua,6624554,120340.0,55
a329b14fec, yess  you?,yess  you?,neutral,night,31-45,Jordan,10203134,88780.0,115
c1c6657478,"drinking some really nice coffee, got to go to the dentist at 9am this morning",nice,positive,noon,21-30,South Sudan,11193725,610952.0,18
6952554202,First Day at the new job! Yeah!,First Day at the new job! Yeah!,positive,night,70-100,Gambia,2416668,10120.0,239
41af60f029," ahahaha, that happens to me all the time.  poor Angela!","ahahaha, that happens to me all the time.  poor Angela!",negative,night,70-100,Kiribati,119449,810.0,147
635dfca954,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,Amazing,positive,noon,21-30,Venezuela,28435940,882050.0,32
80719f638c," Lakers, baby Lakers!! I`ll miss the game tmwr. I have to work  you`ll have to keep me posted please",I`ll miss the game tmwr.,negative,morning,0-20,Bahrain,1701575,760.0,2239
29cb8acb08, Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,Aww ya not showing off all us mums should be proud of ours kids and let everyone know it,positive,night,70-100,Suriname,586632,156000.0,4
2320ce957b,"Next movies for me : Terminator Salvation and Transformers 2, gonna be a meka spring this year","Next movies for me : Terminator Salvation and Transformers 2, gonna be a meka spring this year",neutral,night,31-45,Laos,7275560,230800.0,32
6599743334,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,can`t,negative,morning,46-60,Central African Republic,4829767,622980.0,8
9d4e0dc308,Eh they shut the freeway down! omw to a job interview so i guess i`m gonna be late,late,negative,noon,21-30,Armenia,2963243,28470.0,104
1fa78f1d03, sorry change of plans for me   :`( revision for monday exam in a park with one of my friends,sorry,negative,night,31-45,Senegal,16743927,192530.0,87
53900a29f4,#Supernatural at 9:30pm on #Ten.. Counting down..,Counting down..,negative,morning,46-60,Mauritania,4649658,1030700.0,5
652e299cd6,Pug just woke me from an incredible sleep!,Pug just woke me from an incredible sleep!,negative,night,31-45,Bolivia,11673021,1083300.0,11
7f9f8951c7,"to be really really... not bored but bad, i won`t now the news  but thats ok. BRB x","bad,",negative,night,70-100,Antigua and Barbuda,97929,440.0,223
4344d93893,is going to be in Texas in 15 days!!! eeekkkk!!!,is going to be in Texas in 15 days!!! eeekkkk!!!,neutral,morning,0-20,Rwanda,12952218,24670.0,525
b85c105f62, Really laughing out loud! Seeing a limo in front of MacDonalds is just to funny!,Really laughing out loud! Seeing a limo in front of MacDonalds is just to funny!,positive,morning,0-20,Singapore,5850342,700.0,8358
029cb0254a,  Have fun! Wish your mums a happy mother`s day for us!,Have fun! Wish your mums a happy mother`s day for us!,positive,morning,0-20,Kuwait,4270571,17820.0,240
